"ItemType","Path","SizeBytes","SizeHuman","Category","LastAccessTime","LastWriteTime","RiskLevel","SuggestedAction","EstimatedReleaseBytes","EstimatedReleaseHuman","Reason"
"Directory","D:\merge_sd_project\.venv","1424480977","1.33 GB","未分类","2026/4/10 15:46:46","2025/11/15 14:13:19","高风险","保留不动","1424480977","1.33 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\merge_sd_project\.venv\Lib\site-packages","1423086753","1.33 GB","未分类","2026/4/10 15:46:46","2025/11/15 14:13:19","高风险","保留不动","1423086753","1.33 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\merge_sd_project\.venv\Lib","1423086753","1.33 GB","未分类","2026/4/10 15:50:20","2025/11/15 14:11:09","高风险","保留不动","1423086753","1.33 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files (x86)\steam\steamapps","1354570232","1.26 GB","游戏文件与游戏缓存","2026/4/10 15:49:25","2026/4/9 2:21:58","中风险","需要用户确认","1354570232","1.26 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\Program Files\WeGame","1349105534","1.26 GB","游戏文件与游戏缓存","2026/4/10 15:49:00","2026/3/24 20:44:05","中风险","需要用户确认","1349105534","1.26 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\Drivers\NVVGA\Display.Driver","1267089932","1.18 GB","未分类","2026/4/10 15:46:04","2024/7/4 0:18:48","高风险","保留不动","1267089932","1.18 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\merge_sd_project\.venv\Lib\site-packages\torch","1251486371","1.17 GB","未分类","2026/4/10 15:46:46","2025/11/15 14:13:18","高风险","保留不动","1251486371","1.17 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\$RECYCLE.BIN\S-1-5-21-1418471464-393063676-2544137915-1001\$RV604HV","1249760236","1.16 GB","临时文件、回收站","2026/4/10 15:45:36","2026/3/21 21:26:04","低风险","直接删除","1249760236","1.16 GB","临时数据和回收站内容通常可再生成，属于优先清理区域。"
"Directory","D:\Program Files\Quark\6.6.5.788","1248609648","1.16 GB","未分类","2026/4/10 15:48:03","2026/4/5 0:43:12","高风险","保留不动","1248609648","1.16 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\Quark\6.6.2.781","1243385096","1.16 GB","未分类","2026/4/10 15:48:02","2026/3/29 6:43:13","高风险","保留不动","1243385096","1.16 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files (x86)\steam\steamapps\common","1197772309","1.12 GB","游戏文件与游戏缓存","2026/4/10 15:49:25","2025/10/11 22:32:05","中风险","需要用户确认","1197772309","1.12 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\Program Files (x86)\steam\steamapps\common\wallpaper_engine","1197772309","1.12 GB","游戏文件与游戏缓存","2026/4/10 15:49:25","2025/10/12 1:07:59","中风险","需要用户确认","1197772309","1.12 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\gemini-chat\venv\Lib\site-packages\PySide6","1197538825","1.12 GB","未分类","2026/4/10 15:46:21","2025/11/15 12:20:38","高风险","保留不动","1197538825","1.12 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files (x86)\Thunder","1185679151","1.10 GB","未分类","2026/4/10 15:49:27","2025/11/29 7:40:38","高风险","保留不动","1185679151","1.10 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\Antigravity","1177587656","1.10 GB","未分类","2026/4/10 15:48:00","2026/4/9 13:21:25","高风险","保留不动","1177587656","1.10 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\Quark\4.7.0.592","1176831530","1.10 GB","未分类","2026/4/10 15:48:01","2025/11/12 1:56:43","高风险","保留不动","1176831530","1.10 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\Tencent\GameAssist\Application","1142733874","1.06 GB","游戏文件与游戏缓存","2026/4/10 15:48:05","2026/4/5 9:44:34","中风险","需要用户确认","1142733874","1.06 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\merge_sd_project\.venv\Lib\site-packages\torch\lib","1137045156","1.06 GB","未分类","2026/4/10 15:46:43","2025/11/15 14:13:00","高风险","保留不动","1137045156","1.06 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\talk","1113925991","1.04 GB","未分类","2026/4/10 15:50:08","2026/1/5 5:48:06","高风险","保留不动","1113925991","1.04 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\talk\readable-memory_en-talk_reveal-v1","1113925991","1.04 GB","未分类","2026/4/10 15:50:08","2026/1/5 3:42:26","高风险","保留不动","1113925991","1.04 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
